Mutated_genes,Structural_variants_genes,CNA_genes,DEG_posi,DEG_nega,DEG,Epi_modiffications,All
NA,NA,NA,NA,Prot_Q9UJV8,Prot_A6NGB7,NA,Prot_P78367
NA,NA,NA,NA,Prot_Q8WU08,Prot_A0A0S2Z3W6,NA,Prot_P05161
NA,NA,NA,NA,Prot_B7Z9H7,Prot_P50993,NA,Prot_Q96KB5
NA,NA,NA,NA,Prot_P35499,Prot_A0A024R0B1,NA,Prot_V9HWH0
NA,NA,NA,NA,Prot_A0A0S2Z3Q6,Prot_P58294,NA,Prot_Q9UMX9
NA,NA,NA,NA,Prot_P11362,Prot_P25025,NA,Prot_D6RGY6
NA,NA,NA,NA,Prot_Q17RC7,Prot_Q53PC4,NA,Prot_A0A076YGN1
NA,NA,NA,NA,Prot_Q53FP2,Prot_Q8N6C5,NA,Prot_P60763
NA,NA,NA,NA,Prot_Q86Y22,Prot_B2KYM6,NA,Prot_B7ZLH2
NA,NA,NA,NA,Prot_Q5VYJ5,Prot_Q8NET8,NA,Prot_O60663
NA,NA,NA,NA,Prot_Q4G0U5,Prot_Q96NX5,NA,Prot_Q6ISE0
NA,NA,NA,NA,Prot_Q9BX46,Prot_P11217,NA,Prot_Q5TCK7
NA,NA,NA,NA,Prot_A8KAI7,Prot_O95622,NA,Prot_Q6TCH4
NA,NA,NA,NA,Prot_B7Z6B7,Prot_B7Z2C7,NA,Prot_B4DJ42
NA,NA,NA,NA,Prot_B7Z6B4,Prot_B3KWA8,NA,Prot_K9J969
NA,NA,NA,NA,Prot_Q9C009,Prot_Q9P2P1,NA,Prot_Q7Z4Q8
NA,NA,NA,NA,Prot_Q8WXS4,Prot_Q6ZNF0,NA,Prot_Q96KF2
NA,NA,NA,NA,Prot_Q86SV2,Prot_A8K3J4,NA,Prot_O95238
NA,NA,NA,NA,Prot_E7EMC0,Prot_Q9ULX7,NA,Prot_Q07687
NA,NA,NA,NA,Prot_Q9HCS4,Prot_Q8N695,NA,Prot_Q53QU7
NA,NA,NA,NA,Prot_O95631,Prot_Q9NT22,NA,Prot_X5D7D8
NA,NA,NA,NA,Prot_Q9BRC7,Prot_P55064,NA,Prot_P54108
NA,NA,NA,NA,Prot_C9JEA7,Prot_P35368,NA,Prot_Q86UD0
NA,NA,NA,NA,Prot_P05771,Prot_P36021,NA,Prot_Q99640
NA,NA,NA,NA,Prot_A0PJA6,Prot_O76090,NA,Prot_Q0IJ49
NA,NA,NA,NA,Prot_P02787,Prot_A0A0S2Z4M4,NA,Prot_Q8NG06
NA,NA,NA,NA,Prot_Q06AH7,Prot_A0A0S2Z579,NA,Prot_A0A075B6F3
NA,NA,NA,NA,Prot_Q9UQQ1,Prot_B7Z375,NA,Prot_Q8IU65
NA,NA,NA,NA,Prot_Q96DZ5,Prot_B7Z1N8,NA,Prot_Q96JB1
NA,NA,NA,NA,Prot_F1T0I9,Prot_P10600,NA,Prot_Q643R0
NA,NA,NA,NA,Prot_O00294,Prot_A5YM40,NA,Prot_Q9ULW0
NA,NA,NA,NA,Prot_Q0QD38,Prot_B3KVH9,NA,Prot_Q9BUD6
NA,NA,NA,NA,Prot_P40199,Prot_Q8TF64,NA,Prot_Q16676
NA,NA,NA,NA,Prot_Q15166,Prot_Q6UWI2,NA,Prot_F6U4U2
NA,NA,NA,NA,Prot_Q14565,Prot_Q96GL9,NA,Prot_P51955
NA,NA,NA,NA,Prot_O00168,Prot_Q6ZMC9,NA,Prot_Q8TCU5
NA,NA,NA,NA,Prot_Q9Y2W7,Prot_P58872,NA,Prot_Q2M1V0
NA,NA,NA,NA,Prot_A0A024RE22,Prot_Q13326,NA,Prot_O95239
NA,NA,NA,NA,Prot_P08246,Prot_Q12816,NA,Prot_Q59HG1
NA,NA,NA,NA,Prot_Q9BPV8,Prot_Q9BX91,NA,Prot_Q8TDF5
NA,NA,NA,NA,Prot_F1D8S6,Prot_B4DK08,NA,Prot_A0A024R375
NA,NA,NA,NA,Prot_P10826,Prot_A0A024R9X0,NA,Prot_Q8TF44
NA,NA,NA,NA,Prot_Q86UC5,Prot_Q9BX90,NA,Prot_P50219
NA,NA,NA,NA,Prot_Q5QHG3,Prot_Q9BX88,NA,Prot_Q6ZUU3
NA,NA,NA,NA,Prot_Q3SB16,Prot_A6XNE2,NA,Prot_Q96HU8
NA,NA,NA,NA,Prot_O00339,Prot_K7ERG9,NA,Prot_Q8NBT3
NA,NA,NA,NA,Prot_Q8N2G3,Prot_P00746,NA,Prot_A0A024R7G4
NA,NA,NA,NA,Prot_A0A140VKH7,Prot_A0A024R2R0,NA,Prot_Q9NVP2
NA,NA,NA,NA,Prot_Q8IZQ8,Prot_Q96PB8,NA,Prot_Q9Y6K8
NA,NA,NA,NA,Prot_Q32MC3,Prot_B7Z2W5,NA,Prot_Q05639
NA,NA,NA,NA,Prot_Q9UBL9,Prot_B7ZB61,NA,Prot_Q5VYV0
NA,NA,NA,NA,Prot_P54762,Prot_Q9NZL6,NA,Prot_Q58A44
NA,NA,NA,NA,Prot_O43736,Prot_B7Z915,NA,Prot_Q96GD4
NA,NA,NA,NA,Prot_Q495B1,Prot_Q5HYE3,NA,Prot_Q96N03
NA,NA,NA,NA,Prot_Q7Z304,Prot_Q6UWY5,NA,Prot_A5PLL1
NA,NA,NA,NA,Prot_P15088,Prot_B3KXY6,NA,Prot_A0A024R429
NA,NA,NA,NA,Prot_P09455,Prot_Q8N2S1,NA,Prot_P53672
NA,NA,NA,NA,Prot_A0A0A0MQT0,Prot_A0A0C4DH07,NA,Prot_A0A024RDY6
NA,NA,NA,NA,Prot_Q9C030,Prot_P57103,NA,Prot_O95409
NA,NA,NA,NA,Prot_A0A024R368,Prot_B3KU59,NA,Prot_P16050
NA,NA,NA,NA,Prot_Q7Z3G6,Prot_P05164,NA,Prot_Q66K39
NA,NA,NA,NA,Prot_A0A1X7SBR1,Prot_P35348,NA,Prot_Q8WZ79
NA,NA,NA,NA,Prot_Q96LA6,Prot_B0ZBD3,NA,Prot_Q92858
NA,NA,NA,NA,Prot_P21802,Prot_O75094,NA,Prot_Q5U4P2
NA,NA,NA,NA,Prot_A0A141AXF1,Prot_O43246,NA,Prot_Q6UWI4
NA,NA,NA,NA,Prot_S4R381,Prot_P23508,NA,Prot_Q4KMZ8
NA,NA,NA,NA,Prot_D2CGD1,Prot_Q6UX72,NA,Prot_Q6L8H4
NA,NA,NA,NA,Prot_Q6ZN01,Prot_Q9NRR1,NA,Prot_Q9H2U9
NA,NA,NA,NA,Prot_Q9BXJ1,Prot_A0A024R3J8,NA,Prot_A0A024R5J2
NA,NA,NA,NA,Prot_A0A0C4DFP7,Prot_Q9H0Q3,NA,Prot_Q9UF11
NA,NA,NA,NA,Prot_A0A024R908,Prot_B2R805,NA,Prot_A0A024R5H7
NA,NA,NA,NA,Prot_O95841,Prot_F1T0A2,NA,Prot_A0A024R5H9
NA,NA,NA,NA,Prot_A0A024R4V4,Prot_Q13394,NA,Prot_Q9UKR0
NA,NA,NA,NA,Prot_Q15049,Prot_Q9Y5K3,NA,Prot_A0A024R4M4
NA,NA,NA,NA,Prot_P30874,Prot_P28566,NA,Prot_O95235
NA,NA,NA,NA,Prot_A0A024QZ95,Prot_F5GZS7,NA,Prot_A0A024R6Q6
NA,NA,NA,NA,Prot_Q6UX06,Prot_O14511,NA,Prot_Q96J66
NA,NA,NA,NA,Prot_Q9NYN1,Prot_A8MXH5,NA,Prot_A0A024R6R9
NA,NA,NA,NA,Prot_A0A024R5Y3,Prot_A0A087WZY5,NA,Prot_G3V200
NA,NA,NA,NA,Prot_A0A024RCI6,Prot_A8VPY0,NA,Prot_Q4LE62
NA,NA,NA,NA,Prot_Q9P291,Prot_B7ZMM7,NA,Prot_O75334
NA,NA,NA,NA,Prot_Q8TB73,Prot_B2RTX6,NA,Prot_B7Z7Y5
NA,NA,NA,NA,Prot_P18089,Prot_F5H3Q5,NA,Prot_H0YHK3
NA,NA,NA,NA,Prot_P06396,Prot_Q14031,NA,Prot_P78426
NA,NA,NA,NA,Prot_A0A0A0MT01,Prot_Q9NV29,NA,Prot_P09228
NA,NA,NA,NA,Prot_A0A0A0MS51,Prot_Q8IWT1,NA,Prot_Q99965
NA,NA,NA,NA,Prot_B7Z4U6,Prot_B0YJ93,NA,Prot_B4DWY7
NA,NA,NA,NA,Prot_Q13491,Prot_Q3SY77,NA,Prot_Q6P2G0
NA,NA,NA,NA,Prot_A0A024RBX1,Prot_Q9Y2N7,NA,Prot_P03971
NA,NA,NA,NA,Prot_Q59FD5,Prot_B2RBI6,NA,Prot_Q9BY19
NA,NA,NA,NA,Prot_A0A024RBV7,Prot_H0YDZ5,NA,Prot_A0A024R8P1
NA,NA,NA,NA,Prot_Q63HQ2,Prot_M0R104,NA,Prot_Q92949
NA,NA,NA,NA,Prot_Q01973,Prot_Q09428,NA,Prot_Q96HZ4
NA,NA,NA,NA,Prot_Q96JQ0,Prot_P31213,NA,Prot_B4DYH5
NA,NA,NA,NA,Prot_P12644,Prot_A0A024R5H1,NA,Prot_Q86Z14
NA,NA,NA,NA,Prot_Q53XC5,Prot_P15328,NA,Prot_Q96B21
NA,NA,NA,NA,Prot_Q6NSJ0,Prot_A0A024R3C5,NA,Prot_A0A0A6YYJ4
NA,NA,NA,NA,Prot_Q7Z2Y5,Prot_P14416,NA,Prot_Q07654
NA,NA,NA,NA,Prot_P28845,Prot_A0A024R3I6,NA,Prot_A0A024R4M6
NA,NA,NA,NA,Prot_X5D2L1,Prot_Q8TD91,NA,Prot_Q9P0G3
NA,NA,NA,NA,Prot_P35453,Prot_A0A0S2Z4R6,NA,Prot_B2R4R0
NA,NA,NA,NA,Prot_Q8NE79,Prot_P11684,NA,Prot_P62805
NA,NA,NA,NA,Prot_P16389,Prot_Q8N3T6,NA,Prot_Q12926
NA,NA,NA,NA,Prot_A0A140VK19,Prot_O60939,NA,Prot_A0A0A0MRX1
NA,NA,NA,NA,Prot_P50440,Prot_Q5U0K8,NA,Prot_Q9C010
NA,NA,NA,NA,Prot_Q9NRN5,Prot_Q9UJT2,NA,Prot_A0A158RFU1
NA,NA,NA,NA,Prot_B4DNG0,Prot_A0A024QZN4,NA,Prot_Q6NUJ2
NA,NA,NA,NA,Prot_M1LAK4,Prot_B3KXA2,NA,Prot_P35527
NA,NA,NA,NA,Prot_A0JP65,Prot_P18206,NA,Prot_P14138
NA,NA,NA,NA,Prot_Q6ZS56,Prot_V9HWK2,NA,Prot_Q4FAT2
NA,NA,NA,NA,Prot_Q86TI6,Prot_Q8N998,NA,Prot_Q6ZSG2
NA,NA,NA,NA,Prot_Q8IWY4,Prot_Q9BR81,NA,Prot_Q7L985
NA,NA,NA,NA,Prot_O75084,Prot_Q9UN70,NA,Prot_A0A140CTX7
NA,NA,NA,NA,Prot_Q9NP90,Prot_A1L157,NA,Prot_P07320
NA,NA,NA,NA,Prot_P21554,Prot_A0A024R7U7,NA,Prot_Q8N7J2
NA,NA,NA,NA,Prot_S5TLS4,Prot_Q9HAE3,NA,Prot_A0A087WTC3
NA,NA,NA,NA,Prot_V5KA96,Prot_A0A024R7U5,NA,Prot_Q3MJ13
NA,NA,NA,NA,Prot_A4IF30,Prot_B4DY88,NA,Prot_C9JR72
NA,NA,NA,NA,Prot_G3V4Z9,Prot_Q8NE88,NA,Prot_P21918
NA,NA,NA,NA,Prot_Q69YZ2,Prot_Q96KN8,NA,Prot_Q9BZD7
NA,NA,NA,NA,Prot_P12319,Prot_Q14123,NA,Prot_Q6UXI7
NA,NA,NA,NA,Prot_Q9UPP2,Prot_A0A0A0MS69,NA,Prot_Q8N6L7
NA,NA,NA,NA,Prot_O43825,Prot_P00742,NA,Prot_P11086
NA,NA,NA,NA,Prot_Q86SM8,Prot_Q5JVE7,NA,Prot_A8MT87
NA,NA,NA,NA,Prot_W4VSQ4,Prot_Q5JVE8,NA,Prot_P33763
NA,NA,NA,NA,Prot_P35557,Prot_Q8IVU1,NA,Prot_Q03052
NA,NA,NA,NA,Prot_Q53Y25,Prot_Q9UM19,NA,Prot_A0A087WYR8
NA,NA,NA,NA,Prot_A0A024R989,Prot_B4DGW9,NA,Prot_Q6P152
NA,NA,NA,NA,Prot_O14921,Prot_Q9Y6Q1,NA,Prot_Q9H251
NA,NA,NA,NA,Prot_P17252,Prot_A7MD48,NA,Prot_Q8N5B3
NA,NA,NA,NA,Prot_Q7Z727,Prot_V5T9A0,NA,Prot_A5D6V9
NA,NA,NA,NA,Prot_Q9UBD3,Prot_P13533,NA,Prot_B4DK78
NA,NA,NA,NA,Prot_F8W883,Prot_B1AJS1,NA,Prot_P43681
NA,NA,NA,NA,Prot_Q9Y6X6,Prot_A6H8Y4,NA,Prot_Q59FV0
NA,NA,NA,NA,Prot_Q9C026,Prot_O14525,NA,Prot_Q4VAQ3
NA,NA,NA,NA,Prot_Q5SZI1,Prot_Q07507,NA,Prot_Q16518
NA,NA,NA,NA,Prot_A6NFN3,Prot_Q6ZVC0,NA,Prot_P32745
NA,NA,NA,NA,Prot_Q96FC7,Prot_P45381,NA,Prot_A0A0S2Z3R3
NA,NA,NA,NA,Prot_Q9H3D4,Prot_Q6FH48,NA,Prot_P05108
NA,NA,NA,NA,Prot_C9D7D0,Prot_Q49AC8,NA,Prot_A0A024R8K6
NA,NA,NA,NA,Prot_B7Z8X6,Prot_Q54A15,NA,Prot_Q96AX2
NA,NA,NA,NA,Prot_A0A0S2Z4N6,Prot_Q9BQL6,NA,Prot_B3KPZ5
NA,NA,NA,NA,Prot_A0A141PNN3,Prot_B2R672,NA,Prot_B7Z3L0
NA,NA,NA,NA,Prot_A0A141PNN4,Prot_Q9Y5Y7,NA,Prot_Q96DZ9
NA,NA,NA,NA,Prot_A0A0S2Z4N5,Prot_Q8TD84,NA,Prot_A8KAG8
NA,NA,NA,NA,Prot_Q15124,Prot_P35452,NA,Prot_P13945
NA,NA,NA,NA,Prot_O43281,Prot_B3KNG7,NA,Prot_Q96PX6
NA,NA,NA,NA,Prot_Q12946,Prot_Q2M1K9,NA,Prot_O95255
NA,NA,NA,NA,Prot_B4DDH4,Prot_B7Z9C7,NA,Prot_Q8NBH2
NA,NA,NA,NA,Prot_Q15274,Prot_F5H7S1,NA,Prot_Q9ULX5
NA,NA,NA,NA,Prot_V9HWJ5,Prot_A0A087WZX8,NA,Prot_O75973
NA,NA,NA,NA,Prot_Q5H9L4,Prot_Q14184,NA,Prot_A0A090N8F8
NA,NA,NA,NA,Prot_Q6MZT1,Prot_P48061,NA,Prot_P41586
NA,NA,NA,NA,Prot_B4DKB7,Prot_Q9UKU6,NA,Prot_O43623
NA,NA,NA,NA,Prot_P53420,Prot_A0A024R692,NA,Prot_A4D125
NA,NA,NA,NA,Prot_Q6ZQN5,Prot_Q7Z513,NA,Prot_Q6X4U4
NA,NA,NA,NA,Prot_Q6UX68,Prot_Q9H4E5,NA,Prot_O43597
NA,NA,NA,NA,Prot_A0A087X143,Prot_Q2TAL5,NA,Prot_Q5T7N3
NA,NA,NA,NA,Prot_B4DGD1,Prot_Q96SJ8,NA,Prot_B1ALP6
NA,NA,NA,NA,Prot_Q6ZMN7,Prot_A6NCF5,NA,Prot_Q96JJ6
NA,NA,NA,NA,Prot_Q14206,Prot_B2RUZ8,NA,Prot_P08709
NA,NA,NA,NA,Prot_B2R612,Prot_A0A1B0GUB7,NA,Prot_B4DPM2
NA,NA,NA,NA,Prot_Q8TDC0,Prot_P06307,NA,Prot_F5H8B0
NA,NA,NA,NA,Prot_O94856,Prot_Q6FG82,NA,Prot_Q03828
NA,NA,NA,NA,Prot_B4DRH7,Prot_Q16534,NA,Prot_A6NGG8
NA,NA,NA,NA,Prot_B7Z8E5,Prot_Q8IW00,NA,Prot_B7Z831
NA,NA,NA,NA,Prot_Q14722,Prot_O60477,NA,Prot_A0A024QYX2
NA,NA,NA,NA,Prot_F8W6W4,Prot_Q6NW43,NA,Prot_Q9NZH0
NA,NA,NA,NA,Prot_Q5MJQ3,Prot_Q9H200,NA,Prot_Q8IUU5
NA,NA,NA,NA,Prot_B7Z435,Prot_Q9HCF6,NA,Prot_A8K270
NA,NA,NA,NA,Prot_O14827,Prot_G5E9G1,NA,Prot_Q13972
NA,NA,NA,NA,Prot_Q68DX5,Prot_H7BYP1,NA,Prot_A0A0A0MRC0
NA,NA,NA,NA,Prot_Q9Y5G4,Prot_E9PBI7,NA,Prot_Q6V1P8
NA,NA,NA,NA,Prot_P80162,Prot_A2A3F4,NA,Prot_Q6V1P9
NA,NA,NA,NA,Prot_A0A024R188,Prot_A2A3F7,NA,Prot_Q59HD3
NA,NA,NA,NA,Prot_Q9BRR3,Prot_Q63ZY3,NA,Prot_Q9NWB1
NA,NA,NA,NA,Prot_Q8N485,Prot_Q9BSF0,NA,Prot_B7Z1U7
NA,NA,NA,NA,Prot_Q92529,Prot_O75112,NA,Prot_X5DNY3
NA,NA,NA,NA,Prot_Q96A47,Prot_A0A0S2Z501,NA,Prot_X5D7T5
NA,NA,NA,NA,Prot_B3KU84,Prot_A0A0S2Z530,NA,Prot_X5DP44
NA,NA,NA,NA,Prot_Q6V0I7,Prot_F8W7S3,NA,Prot_A6NH52
NA,NA,NA,NA,Prot_X2G5I7,Prot_Q8WYQ4,NA,Prot_O43745
NA,NA,NA,NA,Prot_X2GA70,Prot_Q96IV6,NA,Prot_O43699
NA,NA,NA,NA,Prot_P78539,Prot_Q13495,NA,Prot_A0A024R4K4
NA,NA,NA,NA,Prot_Q96F85,Prot_Q96Q40,NA,Prot_P26992
NA,NA,NA,NA,Prot_O94788,Prot_B3KP89,NA,Prot_Q5VZ46
NA,NA,NA,NA,Prot_A0A024RDA0,Prot_P09471,NA,Prot_Q96PQ0
NA,NA,NA,NA,Prot_P10721,Prot_Q8N6I9,NA,Prot_Q86T65
NA,NA,NA,NA,Prot_B4DR96,Prot_Q6AWC5,NA,Prot_A0A0J9YYF7
NA,NA,NA,NA,Prot_E9PEA7,Prot_Q9UQK1,NA,Prot_Q6UXX9
NA,NA,NA,NA,Prot_Q8WUK8,Prot_Q4G0Y2,NA,Prot_B3KVP3
NA,NA,NA,NA,Prot_Q99469,Prot_Q5VV63,NA,Prot_P51816
NA,NA,NA,NA,Prot_B4DZ13,Prot_P23142,NA,Prot_Q96MS3
NA,NA,NA,NA,Prot_P21266,Prot_Q8NBH6,NA,Prot_P54710
NA,NA,NA,NA,Prot_Q6FGJ9,Prot_Q9ULL0,NA,Prot_P27469
NA,NA,NA,NA,Prot_Q9HAR2,Prot_P49619,NA,Prot_B4DVP5
NA,NA,NA,NA,Prot_B7Z2G2,Prot_Q9UN36,NA,Prot_J3KPQ0
NA,NA,NA,NA,Prot_E7EUW2,Prot_P49763,NA,Prot_P22455
NA,NA,NA,NA,Prot_E7EVD6,Prot_Q86TW6,NA,Prot_C9J6G4
NA,NA,NA,NA,Prot_E7EUP0,Prot_G3XA84,NA,Prot_Q8TEU8
NA,NA,NA,NA,Prot_E7ESV6,Prot_Q53XY6,NA,Prot_O00295
NA,NA,NA,NA,Prot_O60237,Prot_Q96LJ8,NA,Prot_P55107
NA,NA,NA,NA,Prot_E1CKY7,Prot_O95990,NA,Prot_P49238
NA,NA,NA,NA,Prot_O15547,Prot_Q6IAM1,NA,Prot_A0A024R7V4
NA,NA,NA,NA,Prot_O43680,Prot_A0A024R327,NA,Prot_P01210
NA,NA,NA,NA,Prot_Q99727,Prot_A0AVI2,NA,Prot_Q9Y6Z7
NA,NA,NA,NA,Prot_B7ZLY6,Prot_Q2NNQ7,NA,Prot_A0A024R9J3
NA,NA,NA,NA,Prot_F5H369,Prot_P13591,NA,Prot_Q5TAT6
NA,NA,NA,NA,Prot_O75747,Prot_A0A087WWD4,NA,Prot_Q04671
NA,NA,NA,NA,Prot_B7Z6H8,Prot_P02753,NA,Prot_Q8N6U8
NA,NA,NA,NA,Prot_E9PF55,Prot_Q5VY30,NA,Prot_A0A0A0MQW8
NA,NA,NA,NA,Prot_Q0VG54,Prot_Q05B97,NA,Prot_B7Z625
NA,NA,NA,NA,Prot_Q0VG55,Prot_Q15746,NA,Prot_Q99435
NA,NA,NA,NA,Prot_Q59G71,Prot_Q05B98,NA,Prot_A0A024R0X1
NA,NA,NA,NA,Prot_Q86VB0,Prot_A6NKN8,NA,Prot_O60242
NA,NA,NA,NA,Prot_Q9HBL0,Prot_B3KXY4,NA,Prot_P04629
NA,NA,NA,NA,Prot_B2RU35,Prot_Q6ZVH7,NA,Prot_X5DR71
NA,NA,NA,NA,Prot_E9PGF5,Prot_P04156,NA,Prot_P13671
NA,NA,NA,NA,Prot_A1L0S7,Prot_Q53YK7,NA,Prot_Q9NTI7
NA,NA,NA,NA,Prot_Q8N336,Prot_F7VJQ1,NA,Prot_A0A1W2PL72
NA,NA,NA,NA,Prot_B4DM88,Prot_Q86YD7,NA,Prot_Q9HB89
NA,NA,NA,NA,Prot_E9PLM8,Prot_Q9UJD0,NA,Prot_A4FU01
NA,NA,NA,NA,Prot_Q8TDS5,Prot_P42127,NA,Prot_B4DF84
NA,NA,NA,NA,Prot_Q9UKI2,Prot_Q9ULN7,NA,Prot_Q8IYK4
NA,NA,NA,NA,Prot_Q15493,Prot_Q5H9L2,NA,Prot_B3KT92
NA,NA,NA,NA,Prot_V9HWF8,Prot_A0A024R085,NA,Prot_Q7Z5A9
NA,NA,NA,NA,Prot_P35625,Prot_Q6NUS8,NA,Prot_P10911
NA,NA,NA,NA,Prot_P21728,Prot_A8K444,NA,Prot_B2R9S6
NA,NA,NA,NA,Prot_P10070,Prot_B7Z3N0,NA,Prot_Q6UWX4
NA,NA,NA,NA,Prot_Q1PSW9,Prot_A0PJM9,NA,Prot_A6NGB7
NA,NA,NA,NA,Prot_Q59FV5,Prot_Q9Y5X5,NA,Prot_A0A0S2Z3W6
NA,NA,NA,NA,Prot_P25021,Prot_Q9HBX8,NA,Prot_P50993
NA,NA,NA,NA,Prot_A0A1B0GTK7,Prot_Q9UJ90,NA,Prot_A0A024R0B1
NA,NA,NA,NA,Prot_P60508,Prot_Q9P2F6,NA,Prot_P58294
NA,NA,NA,NA,Prot_Q99593,Prot_P46952,NA,Prot_P25025
NA,NA,NA,NA,Prot_A0A024R9L4,Prot_Q9HBH7,NA,Prot_Q53PC4
NA,NA,NA,NA,Prot_B7Z6F6,Prot_Q9BYH1,NA,Prot_Q8N6C5
NA,NA,NA,NA,Prot_O14770,Prot_B7ZLJ8,NA,Prot_B2KYM6
NA,NA,NA,NA,Prot_B3KPD8,Prot_A0A024R6N9,NA,Prot_Q8NET8
NA,NA,NA,NA,Prot_B3KP81,Prot_B4DDH1,NA,Prot_Q96NX5
NA,NA,NA,NA,Prot_O95896,Prot_P05154,NA,Prot_P11217
NA,NA,NA,NA,Prot_Q8TB92,Prot_P14616,NA,Prot_O95622
NA,NA,NA,NA,Prot_Q9NT06,Prot_Q9NYP8,NA,Prot_B7Z2C7
NA,NA,NA,NA,Prot_B7Z212,Prot_Q8N3Z0,NA,Prot_B3KWA8
NA,NA,NA,NA,Prot_Q9H3M0,Prot_B3KVZ0,NA,Prot_Q9P2P1
NA,NA,NA,NA,Prot_Q8NFP7,Prot_B3KWN9,NA,Prot_Q6ZNF0
NA,NA,NA,NA,Prot_Q8IX30,Prot_Q8WY21,NA,Prot_A8K3J4
NA,NA,NA,NA,Prot_Q14524,Prot_A8K182,NA,Prot_Q9ULX7
NA,NA,NA,NA,Prot_Q86V90,Prot_E6Y3G0,NA,Prot_Q8N695
NA,NA,NA,NA,Prot_H9KVD2,Prot_E6Y3F9,NA,Prot_Q9NT22
NA,NA,NA,NA,Prot_E9PG18,Prot_Q13402,NA,Prot_P55064
NA,NA,NA,NA,Prot_E9PHB6,Prot_A0A024R8M1,NA,Prot_P35368
NA,NA,NA,NA,Prot_K4DIA1,Prot_Q9UJ37,NA,Prot_P36021
NA,NA,NA,NA,Prot_A0A0A0MT39,Prot_Q6ZS10,NA,Prot_O76090
NA,NA,NA,NA,Prot_Q5JTB6,Prot_B0ZBE0,NA,Prot_A0A0S2Z4M4
NA,NA,NA,NA,Prot_Q5JTB5,Prot_P25100,NA,Prot_A0A0S2Z579
NA,NA,NA,NA,Prot_P49418,Prot_A4D1Q0,NA,Prot_B7Z375
NA,NA,NA,NA,Prot_Q8NBV4,Prot_P08172,NA,Prot_B7Z1N8
NA,NA,NA,NA,Prot_X6R886,Prot_Q6SL56,NA,Prot_P10600
NA,NA,NA,NA,Prot_Q99062,Prot_Q86SJ1,NA,Prot_A5YM40
NA,NA,NA,NA,Prot_Q8NBF1,Prot_Q6SL59,NA,Prot_B3KVH9
NA,NA,NA,NA,Prot_A6NCL7,Prot_Q9BWQ8,NA,Prot_Q8TF64
NA,NA,NA,NA,Prot_Q8N6Y2,Prot_Q12947,NA,Prot_Q6UWI2
NA,NA,NA,NA,Prot_Q96AH8,Prot_Q00LT1,NA,Prot_Q96GL9
NA,NA,NA,NA,Prot_A0A096LP44,Prot_Q9BX67,NA,Prot_Q6ZMC9
NA,NA,NA,NA,Prot_Q96QR1,Prot_Q5JXM2,NA,Prot_P58872
NA,NA,NA,NA,Prot_A8K858,Prot_Q13258,NA,Prot_Q13326
NA,NA,NA,NA,Prot_Q9Y2T6,Prot_A0A024R3H3,NA,Prot_Q12816
NA,NA,NA,NA,Prot_Q6AZY7,Prot_O00534,NA,Prot_Q9BX91
NA,NA,NA,NA,Prot_O60829,Prot_A0A140VK80,NA,Prot_B4DK08
NA,NA,NA,NA,Prot_Q6ZSG1,Prot_Q9H0B8,NA,Prot_A0A024R9X0
NA,NA,NA,NA,Prot_A0A059NXK6,Prot_A0A024RBV3,NA,Prot_Q9BX90
NA,NA,NA,NA,Prot_A0A024RDC4,Prot_Q8IZU0,NA,Prot_Q9BX88
NA,NA,NA,NA,Prot_Q05CA1,Prot_O95741,NA,Prot_A6XNE2
NA,NA,NA,NA,Prot_Q9NQV8,Prot_B3KWK1,NA,Prot_K7ERG9
NA,NA,NA,NA,Prot_Q15389,Prot_Q8IV31,NA,Prot_P00746
NA,NA,NA,NA,Prot_B4DTQ9,Prot_B2RXF0,NA,Prot_A0A024R2R0
NA,NA,NA,NA,Prot_A0A140VJY3,Prot_P0DMB2,NA,Prot_Q96PB8
NA,NA,NA,NA,Prot_Q9UI38,Prot_O75096,NA,Prot_B7Z2W5
NA,NA,NA,NA,Prot_Q15111,Prot_Q6UXG3,NA,Prot_B7ZB61
NA,NA,NA,NA,Prot_Q99424,Prot_O43927,NA,Prot_Q9NZL6
NA,NA,NA,NA,Prot_P56730,Prot_Q53X90,NA,Prot_B7Z915
NA,NA,NA,NA,Prot_Q96I80,Prot_Q8NAU1,NA,Prot_Q5HYE3
NA,NA,NA,NA,Prot_A0A024R2Z8,Prot_B5MCN3,NA,Prot_Q6UWY5
NA,NA,NA,NA,Prot_Q03431,Prot_O14495,NA,Prot_B3KXY6
NA,NA,NA,NA,Prot_Q0VGD7,Prot_Q7Z570,NA,Prot_Q8N2S1
NA,NA,NA,NA,Prot_J3KNN1,Prot_Q6UXN8,NA,Prot_A0A0C4DH07
NA,NA,NA,NA,Prot_Q9HCQ5,Prot_Q8N4F7,NA,Prot_P57103
NA,NA,NA,NA,Prot_A0A024RE19,Prot_O95425,NA,Prot_B3KU59
NA,NA,NA,NA,Prot_P21145,Prot_Q569J5,NA,Prot_P05164
NA,NA,NA,NA,Prot_Q16853,Prot_Q9P2G3,NA,Prot_P35348
NA,NA,NA,NA,Prot_Q9UEU7,Prot_Q4G160,NA,Prot_B0ZBD3
NA,NA,NA,NA,Prot_Q5EBN2,Prot_Q9NZ94,NA,Prot_O75094
NA,NA,NA,NA,Prot_Q14576,Prot_X5D7L6,NA,Prot_O43246
